budget,matchup,base_seed,opening_id,leg,opening_plies,first_ai,second_ai,winner,moves,a_moves,b_moves,a_simulations,b_simulations,a_policy_evaluations,b_policy_evaluations,a_policy_inference_ns,b_policy_inference_ns,a_search_time_ns,b_search_time_ns
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,14,1,4,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,35,17,18,170000,180000,0,18,0,67149500,4555300700,4827184800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,15,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,1,1,0,10000,0,0,0,0,0,25223200,0
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,15,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,1,0,1,0,10000,0,1,0,3604900,0,34930700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,16,0,6,UCT_MCTS,CNN_ROOT_MCTS,DRAW,36,18,18,180000,180000,0,18,0,67386900,4125975800,4007492300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,16,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,28,14,14,140000,140000,0,14,0,51666600,3313705500,3692386300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,17,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,3,2,1,20000,10000,0,1,0,3701400,112544300,77302900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,17,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,3,1,2,10000,20000,0,2,0,7417100,74023700,124731400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,18,0,5,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,31,16,15,160000,150000,0,15,0,55860600,3656073600,3529798700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,18,1,5,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,24,12,12,120000,120000,0,12,0,45000900,2883313500,3099344900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,19,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,27,14,13,140000,130000,0,13,0,49114300,3414335800,3177666800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,19,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,27,13,14,130000,140000,0,14,0,52246500,3132835300,3455785800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,20,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,24,12,12,120000,120000,0,12,0,43990200,2682354400,2530885400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,20,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,26,13,13,130000,130000,0,13,0,48938700,2641694300,2927871900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,21,0,2,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,36,18,18,180000,180000,0,18,0,67718900,5054125000,4906434200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,21,1,2,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,63974300,4482944700,4876636100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,22,0,3,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,34,17,17,170000,170000,0,17,0,63213500,4817796800,4593004300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,22,1,3,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,27,13,14,130000,140000,0,14,0,52034700,3762974300,4169697100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,23,0,4,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,3,2,1,20000,10000,0,1,0,3664900,169482600,89506600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,23,1,4,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,3,1,2,10000,20000,0,2,0,7291900,84850500,156749900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,24,0,4,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,3,2,1,20000,10000,0,1,0,3652400,127371500,82658800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,24,1,4,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,3,1,2,10000,20000,0,2,0,7333700,80718300,139285600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,25,0,2,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,33,17,16,170000,160000,0,16,0,59766500,4510152100,4223407800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,25,1,2,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,19,9,10,90000,100000,0,10,0,36906700,2458852300,2783809100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,26,0,3,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,28,14,14,140000,140000,0,14,0,52268500,4079774100,3909427400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,26,1,3,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,37,18,19,180000,190000,0,19,0,70874600,4732939200,5040298100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,27,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,30,15,15,150000,150000,0,15,0,56643200,3440125400,3267481300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,27,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,31,15,16,150000,160000,0,16,0,60891400,3488877800,3758986800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,28,0,5,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,28,14,14,140000,140000,0,14,0,52484900,3749021500,3598373200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,28,1,5,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,33,16,17,160000,170000,0,17,0,63661800,4226651400,4448214300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,29,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,28,14,14,140000,140000,0,14,0,52819300,3267196600,3129416000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,29,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,150000,150000,0,15,0,56449000,3706364300,3974028000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,30,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,27,14,13,140000,130000,0,13,0,48498200,2891003300,2627849900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,30,1,6,CNN_ROOT_MCTS,UCT_MCTS,DRAW,36,18,18,180000,180000,0,18,0,68296100,3964118900,4230443100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,31,0,4,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,34,17,17,170000,170000,0,17,0,64572300,4621479400,4442849300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,31,1,4,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,33,16,17,160000,170000,0,17,0,63389100,4539587400,4890737700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,32,0,4,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,3,2,1,20000,10000,0,1,0,3691100,172143500,104929500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,32,1,4,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,3,1,2,10000,20000,0,2,0,7478100,102075300,183676400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,33,0,2,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,31,16,15,160000,150000,0,15,0,56622700,4242333900,4001778600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,33,1,2,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,33,16,17,160000,170000,0,17,0,63206800,4372339100,4781439000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,34,0,4,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,30,15,15,150000,150000,0,15,0,55770700,4452022100,4293341000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,34,1,4,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,63815000,4317267000,4683340300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,35,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,28,14,14,140000,140000,0,14,0,52472200,3013350000,2891795000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,35,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,22,11,11,110000,110000,0,11,0,41352200,2745802700,3058361500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,36,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,18,9,9,90000,90000,0,9,0,33527700,2854536300,2656398900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,36,1,6,CNN_ROOT_MCTS,UCT_MCTS,DRAW,36,18,18,180000,180000,0,18,0,67580300,4548463000,4922303500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,37,0,4,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,35,18,17,180000,170000,0,17,0,64438200,5099818600,4883939900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,37,1,4,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,160000,160000,0,16,0,59972000,4758566300,5075557500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,38,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,1,1,0,10000,0,0,0,0,0,26959800,0
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,38,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,1,0,1,0,10000,0,1,0,3710300,0,27081300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,39,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,26,13,13,130000,130000,0,13,0,49086900,2968579000,2792386200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,39,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,28,14,14,140000,140000,0,14,0,52301900,3367641200,3657890700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,40,0,2,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,34,17,17,170000,170000,0,17,0,63373100,4811248300,4636919900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,40,1,2,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,64299700,4624250300,5034026400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,41,0,5,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,31,16,15,160000,150000,0,15,0,55790000,4229208100,4002433700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,41,1,5,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,35,17,18,170000,180000,0,18,0,69343600,4024797100,4384671300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,42,0,2,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,28,14,14,140000,140000,0,14,0,52445500,4168909200,3915025500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,42,1,2,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,20,10,10,100000,100000,0,10,0,37491200,3231893300,3601384600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,43,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,36,18,18,180000,180000,0,18,0,67760200,3649960200,3539602400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,43,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,150000,150000,0,15,0,56177500,3362442100,3658849100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,44,0,2,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,38,19,19,190000,190000,0,19,0,70601500,5759095200,5546660300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,44,1,2,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,36,18,18,180000,180000,0,18,0,67179500,4895318400,5231465100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,45,0,5,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,21,11,10,110000,100000,0,10,0,37398400,3155652400,2980959400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,45,1,5,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,23,11,12,110000,120000,0,12,0,44725300,3305847400,3571699200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,46,0,4,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,31,16,15,160000,150000,0,15,0,55547200,3924499300,3703147000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,46,1,4,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,63548000,4072803200,4429502100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,47,0,3,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,33,17,16,170000,160000,0,16,0,59920700,4714724400,4516824000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,47,1,3,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,37,18,19,180000,190000,0,19,0,71499700,4576719300,4968502500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,48,0,3,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,27,14,13,140000,130000,0,13,0,48412500,4112907500,3870989000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,48,1,3,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,29,14,15,140000,150000,0,15,0,55739700,4396512900,4700724800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,49,0,3,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,36,18,18,180000,180000,0,18,0,68040200,4143790100,4045509300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,123,49,1,3,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,63698000,4199615400,4554345800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,0,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,32,16,16,160000,160000,0,16,0,69173600,4222657100,4178804600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,0,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,23,11,12,110000,120000,0,12,0,46045200,2627977300,2994512700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,1,0,2,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,33,17,16,170000,160000,0,16,0,60532400,5257551900,5038582300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,1,1,2,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,31,15,16,150000,160000,0,16,0,60357900,3959419800,4326129600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,2,0,4,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,31,16,15,160000,150000,0,15,0,57484200,3653742000,3441976600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,2,1,4,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,33,16,17,160000,170000,0,17,0,64216000,3914941500,4357064500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,3,0,2,UCT_MCTS,CNN_ROOT_MCTS,DRAW,40,20,20,200000,200000,0,20,0,75340100,5841680500,5671045800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,3,1,2,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,63757500,4638768200,4975228200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,4,0,5,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,27,14,13,140000,130000,0,13,0,50026700,3068977100,2813851500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,4,1,5,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,15,7,8,70000,80000,0,8,0,30159400,1697920000,1981076400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,5,0,2,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,25,13,12,130000,120000,0,12,0,45249900,4581911600,4416298400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,5,1,2,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,35,17,18,170000,180000,0,18,0,67994000,4982514800,5346981800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,6,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,33,17,16,170000,160000,0,16,0,60794200,4557797500,4392904500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,6,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,160000,160000,0,16,0,61595100,3844655700,4159303800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,7,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,27,14,13,140000,130000,0,13,0,48870900,3857309000,3569015300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,7,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,27,13,14,130000,140000,0,14,0,52515100,3567798800,3941237000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,8,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,27,14,13,140000,130000,0,13,0,49093900,3826255700,3631857000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,8,1,6,CNN_ROOT_MCTS,UCT_MCTS,DRAW,36,18,18,180000,180000,0,18,0,67579900,4617589100,4929156800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,9,0,3,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,39,20,19,200000,190000,0,19,0,73504100,5420239400,5232125900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,9,1,3,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,160000,160000,0,16,0,61095200,4713544000,5042411100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,10,0,5,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,26,13,13,130000,130000,0,13,0,49046800,3868576600,3649572500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,10,1,5,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,150000,150000,0,15,0,57199600,3536419200,3797449900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,11,0,5,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,31,16,15,160000,150000,0,15,0,57916500,4335043700,4114637000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,11,1,5,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,25,12,13,120000,130000,0,13,0,49304200,3857807900,4181248700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,12,0,3,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,24,12,12,120000,120000,0,12,0,48454700,3827920300,3580289700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,12,1,3,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,150000,150000,0,15,0,56687200,4455920900,4730120200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,13,0,2,UCT_MCTS,CNN_ROOT_MCTS,DRAW,40,20,20,200000,200000,0,20,0,74962600,5587759200,5423336900
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,13,1,2,CNN_ROOT_MCTS,UCT_MCTS,DRAW,40,20,20,200000,200000,0,20,0,78322600,5164522300,5593111300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,14,0,5,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,32,16,16,160000,160000,0,16,0,60828500,3936316100,3792475000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,14,1,5,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,66007900,4098112900,4419087200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,15,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,29,15,14,150000,140000,0,14,0,53578300,4085958400,3858483300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,15,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,29,14,15,140000,150000,0,15,0,55926500,3653279200,3997986200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,16,0,3,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,31,16,15,160000,150000,0,15,0,57069400,4086082100,3888777800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,16,1,3,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,31,15,16,150000,160000,0,16,0,61135700,3728975100,4038821300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,17,0,5,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,22,11,11,110000,110000,0,11,0,41231400,3227094900,3038433000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,17,1,5,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,160000,160000,0,16,0,60888100,3583521700,3856971600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,18,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,25,13,12,130000,120000,0,12,0,45213900,3400894300,3187040600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,18,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,28,14,14,140000,140000,0,14,0,53255200,2930825800,3213492100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,19,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,29,15,14,150000,140000,0,14,0,52297400,3706621000,3498744500
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,19,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,27,13,14,130000,140000,0,14,0,51992100,3585808400,3842937100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,20,0,2,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,19,10,9,100000,90000,0,9,0,33543000,3304011600,3139253600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,20,1,2,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,65166500,4668180600,4973030600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,21,0,6,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,28,14,14,140000,140000,0,14,0,53515800,3741069500,3555141600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,21,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,170000,170000,0,17,0,64011400,4016975600,4297869300
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,22,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,29,15,14,150000,140000,0,14,0,51589700,3653995400,3478727600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,22,1,6,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,29,14,15,140000,150000,0,15,0,56571900,3642299200,3962029100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,23,0,3,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,31,16,15,160000,150000,0,15,0,56741200,3562255900,3259014700
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,23,1,3,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,28,14,14,140000,140000,0,14,0,52271300,4066572300,4399406000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,24,0,4,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,29,15,14,150000,140000,0,14,0,53656200,4275880900,4087683200
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,24,1,4,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,27,13,14,130000,140000,0,14,0,52973200,3819658400,4229686800
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,25,0,6,UCT_MCTS,CNN_ROOT_MCTS,UCT_MCTS,27,14,13,140000,130000,0,13,0,49060600,3878277300,3653679000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,25,1,6,CNN_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,150000,150000,0,15,0,57771700,3828414300,4103677400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,26,0,4,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,36,18,18,180000,180000,0,18,0,71037900,4413075000,4292774100
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,26,1,4,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,11,5,6,50000,60000,0,6,0,22683600,994145400,1249296400
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,27,0,3,UCT_MCTS,CNN_ROOT_MCTS,CNN_ROOT_MCTS,28,14,14,140000,140000,0,14,0,53325500,4266691200,4163196000
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,27,1,3,CNN_ROOT_MCTS,UCT_MCTS,CNN_ROOT_MCTS,35,17,18,170000,180000,0,18,0,68625200,4252506900,4610523600
fixed_simulations,UCT_MCTS_vs_CNN_ROOT_MCTS,777,28,0,3,UCT_MCTS,CNN_ROOT_MCTS,DRAW,39,20,19,200000,190000,0,19,0,71669100,4865624200,4747975500
