budget,matchup,base_seed,opening_id,leg,opening_plies,first_ai,second_ai,winner,moves,a_moves,b_moves,a_simulations,b_simulations,a_policy_evaluations,b_policy_evaluations,a_policy_inference_ns,b_policy_inference_ns,a_search_time_ns,b_search_time_ns
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,38,1,2,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,177772,131713,0,16,0,1824900,1660262800,1662596900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,39,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,30,15,15,100678,108180,0,15,0,1549000,1554668900,1550327000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,39,1,6,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,166278,124716,0,15,0,1598300,1561621800,1561712800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,40,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,30,15,15,103511,153751,0,15,0,1552700,1556776100,1553719100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,40,1,6,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,28,14,14,166587,120518,0,14,0,1444500,1446665800,1450589000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,41,0,2,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,29,15,14,94699,79737,0,14,0,1460800,1560129900,1458583000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,41,1,2,MLP_ROOT_MCTS,UCT_MCTS,DRAW,40,20,20,200287,145493,0,20,0,2074400,2056080400,2059286900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,42,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,20,10,10,54312,99385,0,10,0,1027400,1045503400,1041262200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,42,1,3,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,35,17,18,101443,125124,0,18,0,1939700,1756532300,1858872600
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,43,0,2,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,29,15,14,95566,70894,0,14,0,1496000,1556892100,1458373400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,43,1,2,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,38,19,19,211716,167012,0,19,0,2038900,1955338200,1957943800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,44,0,2,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,28,14,14,76042,110267,0,14,0,1494100,1458238900,1453624400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,44,1,2,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,37,18,19,113851,169882,0,19,0,1954200,1865560400,1964160200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,45,0,4,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,34,17,17,178446,217655,0,17,0,1918900,1756665300,1755032300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,45,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,31,15,16,131052,172300,0,16,0,1660300,1555259700,1658290900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,46,0,4,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,34,17,17,129207,176968,0,17,0,1786200,1754809400,1753099300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,46,1,4,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,157212,106998,0,16,0,1670000,1653914900,1660023100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,47,0,4,UCT_MCTS,MLP_ROOT_MCTS,DRAW,38,19,19,147989,199341,0,19,0,1993500,1961884000,1959226800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,47,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,29,14,15,84719,101768,0,15,0,1626500,1457896100,1556653900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,48,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,32,16,16,135437,175834,0,16,0,1667500,1649611900,1647907300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,48,1,3,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,27,13,14,83914,97418,0,14,0,1500700,1355893800,1455763800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,49,0,2,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,38,19,19,159244,202290,0,19,0,1929300,1968836700,1966872700
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,42,49,1,2,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,24,12,12,93057,69519,0,12,0,1260500,1249292300,1250078200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,0,0,4,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,3,2,1,49794,14231,0,1,0,104900,205405000,103081000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,0,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,3,1,2,15590,64652,0,2,0,208200,102865200,203786600
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,1,0,4,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,36,18,18,139934,202082,0,18,0,1873400,1860033300,1856991200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,1,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,29,14,15,117417,167411,0,15,0,1565200,1455203600,1553675000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,2,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,26,13,13,103167,149889,0,13,0,1407500,1348878700,1347749200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,2,1,3,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,163222,99646,0,17,0,1773300,1767999500,1770930100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,3,0,3,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,29,15,14,176161,131667,0,14,0,1470700,1553572100,1452337500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,3,1,3,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,195364,146701,0,16,0,1736700,1650070400,1653066500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,4,0,3,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,33,17,16,182767,139075,0,16,0,1669500,1752761600,1652424400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,4,1,3,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,29,14,15,93381,106802,0,15,0,1598800,1449069300,1551183700
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,5,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,32,16,16,123133,165432,0,16,0,1683500,1664011600,1660716000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,5,1,3,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,183480,145824,0,15,0,1594900,1549671400,1550018700
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,6,0,5,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,27,14,13,101505,72874,0,13,0,1433600,1458116000,1355652800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,6,1,5,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,29,14,15,95280,108013,0,15,0,1589000,1453956000,1556517500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,7,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,29,15,14,103581,91881,0,14,0,1542900,1554593100,1453586800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,7,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,29,14,15,76938,88474,0,15,0,1693800,1457607800,1559376500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,8,0,4,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,3,2,1,56295,9845,0,1,0,107800,205037500,103751100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,8,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,3,1,2,9232,61924,0,2,0,202900,103878700,204701400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,9,0,5,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,28,14,14,84124,101103,0,14,0,1438600,1458730200,1458062000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,9,1,5,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,33,16,17,152869,199026,0,17,0,1790100,1655679100,1755941300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,10,0,4,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,34,17,17,117846,140121,0,17,0,1787000,1761340800,1758333900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,10,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,31,15,16,88256,100634,0,16,0,1729600,1563389000,1665663500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,11,0,5,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,17,9,8,103664,53850,0,8,0,818800,938119700,835886100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,11,1,5,MLP_ROOT_MCTS,UCT_MCTS,DRAW,37,18,19,143459,196608,0,19,0,1957100,1865092400,1965644800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,12,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,26,13,13,98877,120187,0,13,0,1340400,1354492400,1353223200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,12,1,3,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,120691,97400,0,15,0,1738700,1562035500,1567629000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,13,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,27,14,13,103224,84325,0,13,0,1375600,1451535100,1350849300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,13,1,6,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,97579,81078,0,15,0,1623500,1551569100,1556818300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,14,0,4,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,31,16,15,117576,91137,0,15,0,1626800,1652448800,1551969900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,14,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,31,15,16,87751,107118,0,16,0,1671000,1553145300,1655180500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,15,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,1,1,0,53593,0,0,0,0,0,100893500,0
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,15,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,1,0,1,0,53481,0,1,0,101400,0,100664900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,16,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,26,13,13,90808,102870,0,13,0,1385500,1353734400,1349862000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,16,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,31,15,16,128193,176477,0,16,0,1729200,1555446300,1655407000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,17,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,3,2,1,59056,15490,0,1,0,102000,203359200,102778000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,17,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,3,1,2,15847,65647,0,2,0,236300,102792200,203256700
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,18,0,5,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,28,14,14,103055,111845,0,14,0,1472300,1463042800,1457763300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,18,1,5,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,25,12,13,66347,98814,0,13,0,1356800,1254126700,1354709700
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,19,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,29,15,14,160777,112629,0,14,0,1489600,1551845300,1451831300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,19,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,9,4,5,47907,84535,0,5,0,514900,413893900,515300600
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,20,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,21,11,10,119010,84925,0,10,0,1023500,1141615600,1043267200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,20,1,6,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,28,14,14,190206,150360,0,14,0,1445300,1444444900,1446758300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,21,0,2,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,33,17,16,158809,102281,0,16,0,1657500,1759103800,1660175300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,21,1,2,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,13,6,7,37514,82292,0,7,0,710200,624455900,726647200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,22,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,32,16,16,93027,102881,0,16,0,1675100,1659920300,1658220200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,22,1,3,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,148347,89788,0,17,0,1777000,1765187900,1768372600
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,23,0,4,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,3,2,1,44335,14266,0,1,0,97200,205877700,102729000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,23,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,3,1,2,12900,47031,0,2,0,214900,102957500,205211500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,24,0,4,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,3,2,1,63831,14356,0,1,0,98600,203924500,103464500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,24,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,3,1,2,13851,61157,0,2,0,221300,104145900,203787100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,25,0,2,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,32,16,16,131246,175292,0,16,0,1707400,1664794900,1660724100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,25,1,2,MLP_ROOT_MCTS,UCT_MCTS,DRAW,40,20,20,203679,149631,0,20,0,2089700,2062024700,2062919200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,26,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,30,15,15,84120,93769,0,15,0,1676800,1567565400,1562470900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,26,1,3,MLP_ROOT_MCTS,UCT_MCTS,DRAW,39,19,20,145386,202803,0,20,0,2150500,1950799400,2054933300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,27,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,28,14,14,91866,107357,0,14,0,1534100,1454399600,1448994800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,27,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,27,13,14,98314,117240,0,14,0,1541400,1352549100,1452289500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,28,0,5,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,33,17,16,161751,99837,0,16,0,1650200,1761478200,1658661400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,28,1,5,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,30,15,15,167318,124905,0,15,0,1521400,1554100300,1558571500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,29,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,24,12,12,63729,81045,0,12,0,1243300,1256705100,1251654400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,29,1,6,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,26,13,13,170344,126896,0,13,0,1322700,1346517800,1351887800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,30,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,34,17,17,113557,166681,0,17,0,1816500,1762946200,1760096900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,30,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,27,13,14,75830,91788,0,14,0,1465100,1355430100,1455466000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,31,0,4,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,34,17,17,108897,160316,0,17,0,2305400,1761358600,1757880000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,31,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,21,10,11,54537,97350,0,11,0,1127900,1045884700,1145032600
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,32,0,4,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,3,2,1,50202,8715,0,1,0,112400,205477600,104108400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,32,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,3,1,2,10336,50451,0,2,0,210600,103617000,205251400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,33,0,2,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,13,7,6,85957,36873,0,6,0,606400,724267600,626070700
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,33,1,2,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,39,19,20,148927,202534,0,20,0,2157600,1971602600,2070107300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,34,0,4,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,30,15,15,125253,164384,0,15,0,1649800,1552497100,1551014700
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,34,1,4,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,97553,82728,0,16,0,1791700,1652753000,1655512900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,35,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,30,15,15,111194,123377,0,15,0,1571800,1554552300,1548348800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,35,1,6,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,172261,119521,0,17,0,1746100,1753800400,1759931900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,36,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,25,13,12,134298,85893,0,12,0,1291500,1351107500,1251016100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,36,1,6,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,28,14,14,174135,127793,0,14,0,1437800,1453402700,1454191400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,37,0,4,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,34,17,17,102190,159648,0,17,0,1722900,1759318600,1755051300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,37,1,4,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,31,15,16,113216,155186,0,16,0,1700500,1556945500,1657741200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,38,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,1,1,0,55992,0,0,0,0,0,100726500,0
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,38,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,1,0,1,0,51633,0,1,0,116400,0,100632100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,39,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,28,14,14,110072,124009,0,14,0,1457800,1448790500,1443572900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,39,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,19,9,10,50624,95643,0,10,0,1062700,944122600,1045848800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,40,0,2,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,37,19,18,217501,171683,0,18,0,1876700,1956347300,1854309000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,40,1,2,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,177711,131356,0,16,0,1697300,1663002200,1665528000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,41,0,5,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,20,10,10,64255,104867,0,10,0,1036600,1043530100,1040164600
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,41,1,5,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,31,15,16,85243,103140,0,16,0,1612000,1553121600,1653566900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,42,0,2,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,37,19,18,209982,162600,0,18,0,1821600,1954344700,1854353400
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,42,1,2,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,32,16,16,90340,77472,0,16,0,1658900,1661794400,1662035500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,43,0,6,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,25,13,12,88424,73507,0,12,0,1241700,1352587200,1251112900
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,43,1,6,MLP_ROOT_MCTS,UCT_MCTS,DRAW,36,18,18,198422,144422,0,18,0,1851200,1855265800,1859814000
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,44,0,2,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,34,17,17,99936,158550,0,17,0,1789200,1763465900,1760739100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,44,1,2,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,36,18,18,223582,180708,0,18,0,1870600,1854535500,1858499100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,45,0,5,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,28,14,14,95814,101455,0,14,0,1591400,1447412400,1446918500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,45,1,5,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,18,9,9,115708,67196,0,9,0,939100,935891300,939631500
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,46,0,4,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,32,16,16,122249,173400,0,16,0,1701700,1658835400,1654350300
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,46,1,4,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,28,14,14,159446,99339,0,14,0,1484500,1456774600,1456799100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,47,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,14,7,7,33044,69193,0,7,0,709900,731382900,728255600
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,47,1,3,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,161122,104896,0,17,0,2536000,1759926200,1762710800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,48,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,22,11,11,55854,101645,0,11,0,1092100,1149051800,1141878800
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,48,1,3,MLP_ROOT_MCTS,UCT_MCTS,UCT_MCTS,34,17,17,186183,137575,0,17,0,1761800,1751225500,1753655100
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,49,0,3,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,34,17,17,107202,127543,0,17,0,1812600,1764187900,1761576700
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,123,49,1,3,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,33,16,17,91399,102472,0,17,0,1758700,1667988700,1767033200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,777,0,0,6,UCT_MCTS,MLP_ROOT_MCTS,MLP_ROOT_MCTS,30,15,15,97783,161869,0,15,0,1512300,1563010600,1559437200
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,777,0,1,6,MLP_ROOT_MCTS,UCT_MCTS,MLP_ROOT_MCTS,13,6,7,28858,62537,0,7,0,700600,631712800,733350600
fixed_time_100ms,UCT_MCTS_vs_MLP_ROOT_MCTS,777,1,0,2,UCT_MCTS,MLP_ROOT_MCTS,UCT_MCTS,13,7,6,83079,35276,0,6,0,691200,725484000,624200200
